temperatura;int_arraial;dir_arraial;u_arraial;v_arraial;EkT_arraial;EkB_arraial;int_copa;dir_copa;u_copa;v_copa;EkT_copa;EkB_copa;elevacao
24.6;6.58;203.52;-6.03;-2.63;-0.17;0.22;1.63;154.78;-1.48;0.69;-0.04;0.71;0.05
24.57;6.6;203.66;-6.04;-2.65;-0.17;0.21;1.6;154.86;-1.45;0.68;-0.04;0.76;0.05
24.53;6.61;203.8;-6.05;-2.67;-0.17;0.19;1.57;154.84;-1.42;0.67;-0.04;0.8;0.04
24.49;6.63;203.92;-6.06;-2.69;-0.17;0.17;1.53;154.72;-1.39;0.65;-0.04;0.84;0.04
24.45;6.64;204.02;-6.07;-2.7;-0.17;0.16;1.49;154.5;-1.35;0.64;-0.04;0.87;0.04
24.4;6.65;204.12;-6.07;-2.72;-0.17;0.14;1.45;154.15;-1.31;0.63;-0.04;0.9;0.04
24.36;6.66;204.2;-6.08;-2.73;-0.17;0.12;1.41;153.69;-1.26;0.62;-0.04;0.92;0.04
24.31;6.67;204.27;-6.08;-2.74;-0.17;0.1;1.36;153.09;-1.22;0.62;-0.04;0.94;0.04
24.27;6.67;204.32;-6.08;-2.75;-0.17;0.08;1.32;152.35;-1.17;0.61;-0.04;0.95;0.04
24.22;6.68;204.37;-6.08;-2.75;-0.17;0.07;1.27;151.46;-1.12;0.61;-0.03;0.96;0.03
24.17;6.68;204.4;-6.08;-2.76;-0.17;0.05;1.22;150.4;-1.06;0.6;-0.03;0.96;0.03
24.12;6.68;204.42;-6.08;-2.76;-0.17;0.03;1.18;149.16;-1.01;0.6;-0.03;0.96;0.03
24.07;6.68;204.43;-6.08;-2.76;-0.17;0.01;1.13;147.73;-0.96;0.6;-0.03;0.95;0.03
24.02;6.68;204.43;-6.08;-2.76;-0.17;-0.01;1.08;146.1;-0.9;0.6;-0.03;0.93;0.03
23.97;6.68;204.42;-6.08;-2.76;-0.17;-0.03;1.04;144.25;-0.84;0.61;-0.03;0.91;0.03
23.93;6.68;204.4;-6.08;-2.76;-0.17;-0.06;0.99;142.18;-0.79;0.61;-0.03;0.89;0.02
23.88;6.67;204.37;-6.08;-2.75;-0.17;-0.08;0.95;139.88;-0.73;0.61;-0.03;0.86;0.02
23.83;6.67;204.34;-6.08;-2.75;-0.17;-0.1;0.92;137.34;-0.67;0.62;-0.03;0.83;0.02
23.79;6.67;204.3;-6.08;-2.74;-0.17;-0.12;0.88;134.59;-0.62;0.63;-0.02;0.79;0.02
23.74;6.67;204.25;-6.08;-2.74;-0.17;-0.14;0.85;131.63;-0.56;0.64;-0.02;0.75;0.02
23.7;6.67;204.19;-6.08;-2.73;-0.17;-0.16;0.82;128.5;-0.51;0.64;-0.02;0.7;0.02
23.66;6.67;204.14;-6.09;-2.73;-0.17;-0.18;0.8;125.23;-0.46;0.65;-0.02;0.65;0.02
23.62;6.67;204.07;-6.09;-2.72;-0.17;-0.21;0.78;121.89;-0.41;0.66;-0.02;0.6;0.02
23.58;6.68;204.01;-6.1;-2.72;-0.17;-0.23;0.77;118.52;-0.37;0.68;-0.02;0.55;0.02
23.55;6.68;203.94;-6.11;-2.71;-0.17;-0.25;0.76;115.2;-0.32;0.69;-0.02;0.49;0.01
23.51;6.69;203.87;-6.12;-2.71;-0.17;-0.27;0.75;111.99;-0.28;0.7;-0.02;0.43;0.01
23.48;6.7;203.8;-6.13;-2.7;-0.17;-0.29;0.75;108.93;-0.24;0.71;-0.02;0.37;0.01
23.46;6.71;203.73;-6.14;-2.7;-0.17;-0.31;0.76;106.1;-0.21;0.73;-0.02;0.31;0.01
23.43;6.72;203.66;-6.16;-2.7;-0.17;-0.33;0.76;103.51;-0.18;0.74;-0.02;0.25;0.01
23.41;6.74;203.59;-6.18;-2.7;-0.17;-0.36;0.77;101.2;-0.15;0.75;-0.02;0.19;0.01
23.39;6.76;203.52;-6.2;-2.7;-0.17;-0.38;0.78;99.176;-0.12;0.77;-0.02;0.12;0.01
23.38;6.78;203.46;-6.22;-2.7;-0.17;-0.4;0.79;97.451;-0.1;0.78;-0.02;0.06;0.01
23.36;6.81;203.39;-6.25;-2.7;-0.17;-0.42;0.8;96.018;-0.08;0.8;-0.02;0;0.01
23.36;6.84;203.33;-6.28;-2.71;-0.17;-0.44;0.82;94.869;-0.07;0.81;-0.02;-0.05;0.01
23.35;6.87;203.27;-6.31;-2.71;-0.17;-0.46;0.83;93.99;-0.06;0.83;-0.02;-0.11;0.02
23.35;6.9;203.21;-6.34;-2.72;-0.17;-0.48;0.84;93.365;-0.05;0.84;-0.02;-0.17;0.02
23.35;6.94;203.16;-6.38;-2.73;-0.17;-0.5;0.86;92.977;-0.04;0.86;-0.02;-0.22;0.02
23.36;6.98;203.1;-6.42;-2.74;-0.18;-0.52;0.87;92.806;-0.04;0.87;-0.02;-0.27;0.02
23.37;7.02;203.05;-6.46;-2.75;-0.18;-0.53;0.89;92.833;-0.04;0.89;-0.02;-0.31;0.02
23.38;7.06;203;-6.5;-2.76;-0.18;-0.55;0.9;93.039;-0.05;0.9;-0.02;-0.35;0.02
23.4;7.11;202.95;-6.54;-2.77;-0.18;-0.57;0.91;93.403;-0.05;0.91;-0.02;-0.39;0.02
23.42;7.15;202.9;-6.59;-2.78;-0.18;-0.58;0.93;93.905;-0.06;0.93;-0.03;-0.42;0.03
23.45;7.2;202.86;-6.64;-2.8;-0.18;-0.59;0.94;94.525;-0.07;0.94;-0.03;-0.45;0.03
23.48;7.25;202.81;-6.68;-2.81;-0.18;-0.6;0.96;95.244;-0.09;0.95;-0.03;-0.47;0.03
23.51;7.3;202.76;-6.73;-2.82;-0.18;-0.61;0.97;96.04;-0.1;0.97;-0.03;-0.49;0.03
23.55;7.35;202.71;-6.78;-2.84;-0.19;-0.62;0.99;96.894;-0.12;0.98;-0.03;-0.5;0.04
23.59;7.4;202.66;-6.83;-2.85;-0.19;-0.62;1;97.788;-0.14;0.99;-0.03;-0.51;0.04
23.63;7.46;202.61;-6.88;-2.87;-0.19;-0.63;1.01;98.701;-0.15;1;-0.03;-0.51;0.04
23.68;7.51;202.56;-6.93;-2.88;-0.19;-0.63;1.03;99.616;-0.17;1.01;-0.03;-0.51;0.04
23.74;7.56;202.51;-6.98;-2.89;-0.19;-0.62;1.04;100.51;-0.19;1.02;-0.03;-0.5;0.05
23.79;7.61;202.45;-7.03;-2.9;-0.19;-0.62;1.06;101.38;-0.21;1.04;-0.03;-0.48;0.05
23.85;7.65;202.4;-7.08;-2.92;-0.19;-0.61;1.07;102.2;-0.23;1.05;-0.03;-0.46;0.05
23.91;7.7;202.33;-7.12;-2.93;-0.19;-0.6;1.08;102.95;-0.24;1.06;-0.03;-0.43;0.06
23.98;7.74;202.27;-7.16;-2.93;-0.2;-0.59;1.1;103.62;-0.26;1.07;-0.03;-0.4;0.06
24.05;7.78;202.2;-7.2;-2.94;-0.2;-0.57;1.11;104.2;-0.27;1.07;-0.03;-0.36;0.06
24.12;7.82;202.13;-7.24;-2.94;-0.2;-0.55;1.12;104.67;-0.28;1.08;-0.03;-0.32;0.07
24.2;7.85;202.05;-7.28;-2.95;-0.2;-0.52;1.13;105.03;-0.29;1.09;-0.03;-0.27;0.07
24.28;7.88;201.97;-7.31;-2.95;-0.2;-0.5;1.14;105.27;-0.3;1.1;-0.03;-0.21;0.07
24.36;7.9;201.88;-7.33;-2.95;-0.2;-0.47;1.15;105.36;-0.3;1.11;-0.03;-0.15;0.07
24.45;7.92;201.79;-7.36;-2.94;-0.2;-0.44;1.16;105.31;-0.31;1.12;-0.03;-0.09;0.08
24.53;7.93;201.69;-7.37;-2.93;-0.2;-0.4;1.16;105.09;-0.3;1.12;-0.03;-0.02;0.08
24.62;7.94;201.58;-7.39;-2.92;-0.2;-0.36;1.17;104.72;-0.3;1.13;-0.03;0.05;0.08
24.72;7.94;201.47;-7.39;-2.91;-0.2;-0.32;1.17;104.16;-0.29;1.14;-0.03;0.12;0.09
24.81;7.94;201.34;-7.39;-2.89;-0.2;-0.27;1.18;103.42;-0.27;1.15;-0.03;0.2;0.09
24.91;7.92;201.22;-7.39;-2.87;-0.2;-0.22;1.18;102.49;-0.26;1.15;-0.03;0.28;0.09
25;7.9;201.08;-7.37;-2.84;-0.2;-0.17;1.18;101.36;-0.23;1.16;-0.03;0.36;0.09
25.1;7.87;200.93;-7.36;-2.81;-0.2;-0.12;1.18;100.02;-0.21;1.16;-0.03;0.45;0.1
25.2;7.84;200.77;-7.33;-2.78;-0.2;-0.06;1.18;98.47;-0.17;1.17;-0.03;0.53;0.1
25.31;7.79;200.61;-7.3;-2.74;-0.2;0;1.18;96.701;-0.14;1.17;-0.03;0.62;0.1
25.41;7.74;200.43;-7.26;-2.7;-0.2;0.06;1.18;94.716;-0.1;1.18;-0.03;0.71;0.1
25.51;7.68;200.24;-7.21;-2.66;-0.19;0.12;1.18;92.515;-0.05;1.18;-0.03;0.79;0.1
25.62;7.61;200.03;-7.15;-2.61;-0.19;0.18;1.19;90.105;0;1.19;-0.03;0.88;0.11
25.72;7.53;199.82;-7.09;-2.55;-0.19;0.25;1.19;87.497;0.05;1.19;-0.03;0.96;0.11
25.82;7.44;199.58;-7.01;-2.5;-0.19;0.31;1.2;84.707;0.11;1.19;-0.03;1.04;0.11
25.93;7.35;199.34;-6.93;-2.43;-0.19;0.38;1.21;81.755;0.17;1.2;-0.03;1.12;0.11
26.03;7.24;199.07;-6.85;-2.37;-0.18;0.44;1.22;78.67;0.24;1.2;-0.03;1.2;0.11
26.13;7.13;198.79;-6.75;-2.3;-0.18;0.51;1.24;75.482;0.31;1.2;-0.03;1.27;0.11
26.24;7.01;198.49;-6.65;-2.22;-0.18;0.58;1.26;72.225;0.38;1.2;-0.03;1.34;0.11
26.34;6.88;198.17;-6.53;-2.15;-0.17;0.64;1.28;68.936;0.46;1.2;-0.04;1.4;0.12
26.44;6.74;197.83;-6.42;-2.06;-0.17;0.71;1.31;65.652;0.54;1.2;-0.04;1.46;0.12
26.54;6.59;197.47;-6.29;-1.98;-0.17;0.77;1.35;62.406;0.62;1.2;-0.04;1.52;0.12
26.64;6.44;197.08;-6.16;-1.89;-0.16;0.84;1.39;59.23;0.71;1.19;-0.04;1.57;0.12
26.73;6.28;196.66;-6.02;-1.8;-0.16;0.9;1.43;56.15;0.8;1.19;-0.04;1.61;0.12
26.83;6.12;196.22;-5.87;-1.71;-0.15;0.95;1.48;53.186;0.89;1.18;-0.04;1.65;0.12
26.92;5.95;195.74;-5.72;-1.61;-0.15;1.01;1.53;50.355;0.98;1.18;-0.04;1.68;0.12
27.01;5.77;195.23;-5.57;-1.52;-0.15;1.06;1.59;47.666;1.07;1.17;-0.04;1.71;0.12
27.1;5.59;194.68;-5.41;-1.42;-0.14;1.11;1.64;45.124;1.16;1.16;-0.04;1.73;0.12
27.19;5.4;194.1;-5.24;-1.32;-0.14;1.16;1.7;42.732;1.25;1.16;-0.05;1.74;0.13
27.27;5.22;193.47;-5.07;-1.22;-0.13;1.2;1.76;40.487;1.34;1.15;-0.05;1.75;0.13
27.35;5.03;192.8;-4.9;-1.11;-0.13;1.24;1.83;38.386;1.43;1.14;-0.05;1.75;0.13
27.43;4.84;192.09;-4.73;-1.01;-0.12;1.27;1.89;36.424;1.52;1.12;-0.05;1.74;0.13
27.51;4.64;191.32;-4.55;-0.91;-0.12;1.3;1.96;34.593;1.61;1.11;-0.05;1.72;0.13
27.58;4.45;190.49;-4.38;-0.81;-0.11;1.33;2.02;32.886;1.7;1.1;-0.06;1.7;0.13
27.65;4.26;189.61;-4.2;-0.71;-0.11;1.35;2.09;31.296;1.78;1.08;-0.06;1.67;0.13
27.72;4.07;188.66;-4.02;-0.61;-0.1;1.36;2.15;29.815;1.86;1.07;-0.06;1.64;0.14
27.78;3.88;187.65;-3.85;-0.52;-0.11;1.37;2.21;28.437;1.94;1.05;-0.06;1.59;0.14
27.85;3.7;186.57;-3.68;-0.42;-0.1;1.37;2.27;27.154;2.02;1.04;-0.06;1.54;0.14
27.9;3.52;185.42;-3.51;-0.33;-0.1;1.37;2.33;25.96;2.09;1.02;-0.06;1.49;0.14
27.96;3.35;184.2;-3.34;-0.25;-0.09;1.36;2.38;24.85;2.16;1;-0.06;1.42;0.15
28.01;3.18;182.91;-3.18;-0.16;-0.09;1.34;2.43;23.818;2.22;0.98;-0.07;1.36;0.15
28.06;3.02;181.55;-3.02;-0.08;-0.08;1.32;2.48;22.86;2.28;0.96;-0.07;1.28;0.15
28.11;2.87;180.12;-2.87;-0.01;-0.08;1.3;2.52;21.972;2.34;0.94;-0.07;1.2;0.15
28.15;2.72;178.63;-2.72;0.06;-0.07;1.26;2.56;21.15;2.39;0.92;-0.07;1.11;0.16
28.2;2.58;177.1;-2.58;0.13;-0.07;1.23;2.6;20.391;2.43;0.9;-0.07;1.02;0.16
28.23;2.46;175.52;-2.45;0.19;-0.07;1.18;2.63;19.693;2.47;0.89;-0.07;0.92;0.16
28.27;2.34;173.94;-2.32;0.25;-0.06;1.13;2.65;19.054;2.51;0.87;-0.07;0.82;0.16
28.3;2.23;172.36;-2.21;0.3;-0.06;1.08;2.68;18.472;2.54;0.85;-0.07;0.72;0.17
28.33;2.13;170.82;-2.1;0.34;-0.06;1.02;2.69;17.945;2.56;0.83;-0.07;0.61;0.17
28.36;2.04;169.35;-2.01;0.38;-0.06;0.96;2.7;17.475;2.58;0.81;-0.07;0.5;0.17
28.39;1.96;168;-1.92;0.41;-0.05;0.89;2.71;17.059;2.59;0.79;-0.07;0.38;0.18
28.41;1.89;166.78;-1.84;0.43;-0.05;0.82;2.71;16.698;2.6;0.78;-0.07;0.26;0.18
28.43;1.83;165.76;-1.78;0.45;-0.05;0.75;2.71;16.393;2.6;0.76;-0.07;0.14;0.18
28.45;1.78;164.96;-1.72;0.46;-0.05;0.68;2.7;16.144;2.59;0.75;-0.07;0.02;0.18
28.47;1.74;164.42;-1.68;0.47;-0.05;0.6;2.68;15.953;2.58;0.74;-0.07;-0.1;0.19
28.49;1.71;164.17;-1.64;0.47;-0.05;0.52;2.66;15.821;2.56;0.73;-0.07;-0.22;0.19
28.5;1.69;164.23;-1.62;0.46;-0.05;0.44;2.64;15.75;2.54;0.72;-0.07;-0.33;0.19
28.51;1.67;164.61;-1.61;0.44;-0.05;0.35;2.61;15.742;2.51;0.71;-0.07;-0.45;0.19
28.52;1.67;165.3;-1.61;0.42;-0.05;0.27;2.58;15.801;2.48;0.7;-0.07;-0.57;0.19
28.53;1.67;166.29;-1.62;0.4;-0.05;0.19;2.54;15.929;2.44;0.7;-0.07;-0.68;0.2
28.54;1.68;167.56;-1.64;0.36;-0.05;0.11;2.5;16.131;2.4;0.69;-0.07;-0.79;0.2
28.55;1.71;169.07;-1.68;0.32;-0.05;0.03;2.45;16.41;2.35;0.69;-0.07;-0.9;0.2
28.55;1.74;170.78;-1.72;0.28;-0.05;-0.05;2.4;16.771;2.3;0.69;-0.07;-1;0.2
28.56;1.79;172.63;-1.77;0.23;-0.05;-0.13;2.35;17.221;2.25;0.7;-0.06;-1.1;0.2
28.56;1.84;174.58;-1.84;0.17;-0.05;-0.2;2.3;17.764;2.19;0.7;-0.06;-1.19;0.2
28.56;1.91;176.58;-1.91;0.11;-0.05;-0.28;2.24;18.406;2.12;0.71;-0.06;-1.28;0.2
28.57;1.99;178.58;-1.99;0.05;-0.05;-0.34;2.18;19.156;2.06;0.71;-0.06;-1.36;0.2
28.57;2.08;180.54;-2.08;-0.02;-0.06;-0.41;2.12;20.02;1.99;0.72;-0.06;-1.44;0.2
28.57;2.18;182.44;-2.17;-0.09;-0.06;-0.47;2.05;21.008;1.92;0.74;-0.06;-1.5;0.2
28.57;2.28;184.25;-2.28;-0.17;-0.06;-0.53;1.99;22.126;1.84;0.75;-0.05;-1.57;0.2
28.57;2.4;185.96;-2.39;-0.25;-0.07;-0.58;1.92;23.385;1.77;0.76;-0.05;-1.62;0.2
28.57;2.53;187.55;-2.51;-0.33;-0.07;-0.63;1.86;24.793;1.69;0.78;-0.05;-1.67;0.2
28.57;2.66;189.04;-2.63;-0.42;-0.07;-0.67;1.79;26.359;1.61;0.8;-0.05;-1.71;0.2
28.57;2.8;190.41;-2.75;-0.51;-0.08;-0.71;1.73;28.093;1.53;0.82;-0.05;-1.74;0.19
28.57;2.95;191.67;-2.89;-0.6;-0.08;-0.74;1.67;30.002;1.45;0.83;-0.05;-1.77;0.19
28.57;3.1;192.82;-3.02;-0.69;-0.08;-0.76;1.61;32.094;1.36;0.86;-0.04;-1.78;0.19
28.57;3.25;193.88;-3.16;-0.78;-0.09;-0.78;1.55;34.372;1.28;0.88;-0.04;-1.8;0.19
28.57;3.41;194.85;-3.3;-0.87;-0.09;-0.8;1.5;36.841;1.2;0.9;-0.04;-1.8;0.18
28.57;3.57;195.74;-3.44;-0.97;-0.1;-0.8;1.45;39.5;1.12;0.92;-0.04;-1.8;0.18
28.57;3.73;196.55;-3.58;-1.06;-0.1;-0.81;1.4;42.345;1.03;0.94;-0.04;-1.79;0.18
28.57;3.9;197.3;-3.72;-1.16;-0.11;-0.8;1.35;45.368;0.95;0.96;-0.04;-1.78;0.17
28.57;4.06;197.98;-3.86;-1.25;-0.1;-0.79;1.32;48.557;0.87;0.99;-0.04;-1.76;0.17
28.58;4.22;198.61;-4;-1.35;-0.11;-0.78;1.28;51.895;0.79;1.01;-0.03;-1.73;0.17
28.58;4.38;199.19;-4.14;-1.44;-0.11;-0.75;1.25;55.361;0.71;1.03;-0.03;-1.7;0.16
28.58;4.54;199.73;-4.28;-1.53;-0.11;-0.73;1.22;58.93;0.63;1.05;-0.03;-1.67;0.16
28.58;4.7;200.23;-4.41;-1.63;-0.12;-0.69;1.2;62.577;0.55;1.07;-0.03;-1.63;0.15
28.58;4.86;200.7;-4.54;-1.72;-0.12;-0.66;1.19;66.274;0.48;1.08;-0.03;-1.59;0.15
28.59;5.01;201.14;-4.67;-1.81;-0.13;-0.62;1.17;69.994;0.4;1.1;-0.03;-1.54;0.14
28.59;5.15;201.55;-4.79;-1.89;-0.13;-0.57;1.16;73.714;0.33;1.12;-0.03;-1.5;0.14
28.59;5.29;201.94;-4.91;-1.98;-0.13;-0.52;1.16;77.411;0.25;1.13;-0.03;-1.45;0.13
28.59;5.43;202.31;-5.03;-2.06;-0.14;-0.47;1.15;81.068;0.18;1.14;-0.03;-1.4;0.13
28.6;5.56;202.66;-5.13;-2.14;-0.14;-0.42;1.15;84.673;0.11;1.15;-0.03;-1.35;0.12
28.6;5.69;203;-5.24;-2.22;-0.14;-0.36;1.16;88.215;0.04;1.16;-0.03;-1.29;0.12
28.6;5.81;203.33;-5.34;-2.3;-0.15;-0.3;1.16;91.69;-0.03;1.16;-0.03;-1.24;0.11
28.61;5.93;203.64;-5.43;-2.38;-0.15;-0.24;1.17;95.095;-0.1;1.16;-0.03;-1.18;0.11
28.61;6.04;203.95;-5.52;-2.45;-0.15;-0.18;1.18;98.431;-0.17;1.16;-0.03;-1.13;0.1
28.61;6.14;204.25;-5.6;-2.52;-0.15;-0.12;1.19;101.7;-0.24;1.16;-0.03;-1.08;0.09
28.61;6.24;204.54;-5.68;-2.59;-0.16;-0.06;1.2;104.9;-0.31;1.16;-0.03;-1.02;0.09
28.62;6.33;204.83;-5.75;-2.66;-0.16;0;1.21;108.05;-0.37;1.15;-0.03;-0.97;0.08
28.62;6.42;205.11;-5.81;-2.72;-0.16;0.06;1.22;111.13;-0.44;1.14;-0.03;-0.92;0.08
28.62;6.5;205.39;-5.87;-2.79;-0.16;0.11;1.24;114.16;-0.51;1.13;-0.03;-0.87;0.07
28.62;6.57;205.66;-5.92;-2.85;-0.17;0.16;1.25;117.13;-0.57;1.11;-0.03;-0.81;0.07
28.62;6.64;205.93;-5.97;-2.9;-0.17;0.21;1.27;120.06;-0.63;1.1;-0.03;-0.76;0.06
28.62;6.71;206.2;-6.02;-2.96;-0.17;0.26;1.28;122.92;-0.7;1.08;-0.04;-0.71;0.06
28.62;6.77;206.47;-6.06;-3.02;-0.17;0.3;1.3;125.73;-0.76;1.06;-0.04;-0.66;0.05
28.62;6.82;206.73;-6.09;-3.07;-0.17;0.34;1.32;128.48;-0.82;1.03;-0.04;-0.62;0.05
28.61;6.87;206.99;-6.12;-3.12;-0.17;0.37;1.34;131.17;-0.88;1.01;-0.04;-0.57;0.05
28.61;6.92;207.24;-6.15;-3.17;-0.17;0.4;1.36;133.8;-0.94;0.98;-0.04;-0.52;0.04
28.6;6.96;207.49;-6.17;-3.21;-0.18;0.42;1.38;136.35;-1;0.95;-0.04;-0.47;0.04
28.6;6.99;207.73;-6.19;-3.25;-0.18;0.44;1.4;138.83;-1.06;0.92;-0.04;-0.42;0.03
28.59;7.03;207.97;-6.21;-3.3;-0.18;0.45;1.43;141.22;-1.11;0.89;-0.04;-0.37;0.03
28.58;7.06;208.2;-6.22;-3.34;-0.18;0.45;1.45;143.53;-1.17;0.86;-0.04;-0.32;0.03
28.57;7.08;208.43;-6.23;-3.37;-0.18;0.45;1.47;145.75;-1.22;0.83;-0.04;-0.27;0.02
28.56;7.11;208.64;-6.24;-3.41;-0.18;0.45;1.5;147.88;-1.27;0.79;-0.04;-0.23;0.02
28.55;7.13;208.85;-6.25;-3.44;-0.18;0.44;1.52;149.92;-1.31;0.76;-0.04;-0.18;0.02
28.54;7.15;209.04;-6.25;-3.47;-0.18;0.42;1.54;151.86;-1.36;0.73;-0.04;-0.12;0.01
28.53;7.16;209.22;-6.25;-3.5;-0.18;0.4;1.56;153.7;-1.4;0.69;-0.04;-0.07;0.01
28.51;7.18;209.39;-6.25;-3.52;-0.18;0.37;1.58;155.44;-1.44;0.66;-0.04;-0.02;0.01
28.49;7.19;209.54;-6.26;-3.55;-0.18;0.34;1.6;157.08;-1.47;0.62;-0.04;0.03;0
28.47;7.2;209.68;-6.25;-3.56;-0.18;0.31;1.62;158.63;-1.51;0.59;-0.04;0.09;0
28.46;7.21;209.8;-6.25;-3.58;-0.18;0.27;1.63;160.07;-1.53;0.56;-0.04;0.14;0
28.43;7.21;209.9;-6.25;-3.59;-0.18;0.22;1.64;161.43;-1.56;0.52;-0.04;0.2;0
28.41;7.21;209.98;-6.25;-3.61;-0.18;0.18;1.65;162.68;-1.58;0.49;-0.05;0.25;-0.01
28.39;7.22;210.04;-6.25;-3.61;-0.18;0.13;1.66;163.85;-1.59;0.46;-0.05;0.31;-0.01
28.37;7.21;210.08;-6.24;-3.62;-0.18;0.07;1.66;164.92;-1.61;0.43;-0.05;0.36;-0.01
28.34;7.21;210.1;-6.24;-3.62;-0.18;0.02;1.66;165.91;-1.61;0.4;-0.05;0.42;-0.01
28.31;7.21;210.1;-6.24;-3.61;-0.18;-0.04;1.66;166.81;-1.61;0.38;-0.05;0.48;-0.01
28.29;7.2;210.07;-6.23;-3.61;-0.18;-0.09;1.65;167.62;-1.61;0.35;-0.05;0.54;-0.01
28.26;7.19;210.02;-6.23;-3.6;-0.18;-0.15;1.64;168.35;-1.6;0.33;-0.04;0.59;-0.01
28.23;7.18;209.95;-6.22;-3.58;-0.18;-0.21;1.62;168.99;-1.59;0.31;-0.04;0.65;-0.01
28.2;7.17;209.85;-6.22;-3.57;-0.18;-0.27;1.6;169.56;-1.57;0.29;-0.04;0.7;-0.02
28.17;7.15;209.73;-6.21;-3.55;-0.18;-0.32;1.57;170.04;-1.55;0.27;-0.04;0.76;-0.02
28.14;7.14;209.58;-6.21;-3.52;-0.18;-0.38;1.54;170.43;-1.52;0.26;-0.04;0.81;-0.02
28.1;7.12;209.41;-6.2;-3.5;-0.18;-0.43;1.51;170.75;-1.49;0.24;-0.04;0.86;-0.02
28.07;7.1;209.21;-6.2;-3.46;-0.18;-0.48;1.47;170.97;-1.45;0.23;-0.04;0.91;-0.02
28.04;7.08;209;-6.19;-3.43;-0.18;-0.54;1.42;171.1;-1.41;0.22;-0.04;0.95;-0.02
28.01;7.05;208.75;-6.18;-3.39;-0.18;-0.58;1.38;171.14;-1.36;0.21;-0.04;0.99;-0.02
27.97;7.03;208.49;-6.18;-3.35;-0.18;-0.63;1.33;171.07;-1.31;0.21;-0.04;1.02;-0.02
27.94;7;208.2;-6.17;-3.31;-0.18;-0.67;1.27;170.88;-1.25;0.2;-0.03;1.05;-0.02
27.91;6.97;207.9;-6.16;-3.26;-0.18;-0.71;1.21;170.57;-1.2;0.2;-0.03;1.08;-0.02
27.88;6.94;207.57;-6.15;-3.21;-0.17;-0.74;1.15;170.12;-1.13;0.2;-0.03;1.1;-0.02
27.85;6.91;207.22;-6.14;-3.16;-0.17;-0.77;1.09;169.5;-1.07;0.2;-0.03;1.11;-0.02
27.82;6.88;206.86;-6.13;-3.11;-0.17;-0.8;1.02;168.7;-1;0.2;-0.03;1.12;-0.01
27.79;6.84;206.47;-6.13;-3.05;-0.17;-0.83;0.96;167.68;-0.93;0.2;-0.03;1.12;-0.01
27.76;6.81;206.08;-6.12;-2.99;-0.17;-0.85;0.89;166.4;-0.86;0.21;-0.02;1.11;-0.01
27.73;6.78;205.67;-6.11;-2.94;-0.17;-0.86;0.82;164.8;-0.79;0.22;-0.02;1.1;-0.01
27.7;6.74;205.25;-6.1;-2.88;-0.17;-0.88;0.76;162.83;-0.72;0.22;-0.02;1.07;-0.01
27.67;6.71;204.82;-6.09;-2.82;-0.17;-0.89;0.69;160.41;-0.65;0.23;-0.02;1.04;-0.01
27.65;6.68;204.38;-6.08;-2.76;-0.17;-0.89;0.63;157.43;-0.58;0.24;-0.02;1;-0.01
27.63;6.64;203.93;-6.07;-2.69;-0.17;-0.89;0.57;153.8;-0.51;0.25;-0.02;0.96;-0.01
27.6;6.61;203.49;-6.06;-2.63;-0.17;-0.89;0.52;149.4;-0.45;0.26;-0.01;0.91;0
27.58;6.58;203.04;-6.06;-2.58;-0.17;-0.89;0.47;144.15;-0.38;0.28;-0.01;0.84;0
27.57;6.55;202.6;-6.05;-2.52;-0.17;-0.88;0.43;138;-0.32;0.29;-0.01;0.78;0
27.55;6.52;202.15;-6.04;-2.46;-0.16;-0.87;0.4;131.03;-0.26;0.3;-0.01;0.7;0
27.53;6.5;201.72;-6.04;-2.41;-0.16;-0.85;0.38;123.51;-0.21;0.31;-0.01;0.62;0
27.52;6.48;201.3;-6.03;-2.35;-0.16;-0.84;0.36;115.84;-0.16;0.33;-0.01;0.54;0
27.51;6.46;200.88;-6.03;-2.3;-0.16;-0.82;0.36;108.5;-0.11;0.34;-0.01;0.45;0.01
27.5;6.44;200.49;-6.03;-2.25;-0.16;-0.8;0.36;101.93;-0.07;0.35;-0.01;0.35;0.01
27.49;6.42;200.11;-6.03;-2.21;-0.16;-0.77;0.37;96.421;-0.04;0.37;-0.01;0.26;0.01
27.48;6.41;199.75;-6.04;-2.17;-0.16;-0.75;0.38;92.084;-0.01;0.38;-0.01;0.16;0.01
27.48;6.41;199.41;-6.04;-2.13;-0.16;-0.72;0.39;88.924;0.01;0.39;-0.01;0.05;0.01
27.48;6.4;199.09;-6.05;-2.09;-0.16;-0.7;0.4;86.88;0.02;0.4;-0.01;-0.05;0.02
27.48;6.4;198.81;-6.06;-2.06;-0.16;-0.67;0.41;85.872;0.03;0.41;-0.01;-0.15;0.02
27.48;6.4;198.55;-6.07;-2.04;-0.16;-0.64;0.42;85.827;0.03;0.42;-0.01;-0.26;0.02
27.48;6.41;198.31;-6.09;-2.01;-0.16;-0.61;0.43;86.687;0.02;0.43;-0.01;-0.36;0.02
27.48;6.42;198.11;-6.1;-2;-0.16;-0.58;0.44;88.406;0.01;0.44;-0.01;-0.46;0.03
27.49;6.44;197.94;-6.12;-1.98;-0.16;-0.55;0.45;90.946;-0.01;0.45;-0.01;-0.56;0.03
